Source File Name = 

Memory Chunck Size = 1024

1,1024.00,0,0
2,512.00,0,0
3,341.33,0,0
4,256.00,0,0
5,204.80,0,0
6,170.67,0,0
7,146.29,0,0
8,128.00,0,0
9,113.78,0,0
10,102.40,0,0
11,93.09,0,0
12,85.33,0,0
13,78.77,0,0
14,73.14,0,0
15,68.27,0,0
16,64.00,0,0
17,60.24,83,83
18,56.89,0,0
19,53.89,0,0
20,51.20,0,0
21,48.76,3,3
22,46.55,0,0
23,44.52,0,0
24,42.67,0,0
25,40.96,1,1
26,39.38,0,0
27,37.93,1,1
28,36.57,2,2
29,35.31,0,0
30,34.13,2,2
31,33.03,5,5
32,32.00,0,0
33,31.03,0,0
34,30.12,0,0
35,29.26,0,0
36,28.44,1,1
37,27.68,0,0
38,26.95,0,0
39,26.26,0,0
40,25.60,1,1
41,24.98,2,2
42,24.38,2,2
43,23.81,0,0
44,23.27,1,1
45,22.76,1,1
46,22.26,2,2
47,21.79,3,3
48,21.33,0,0
49,20.90,2,2
50,20.48,2,2
51,20.08,4,4
52,19.69,4,4
53,19.32,5,5
54,18.96,6,6
55,18.62,3,3
56,18.29,3,3
57,17.96,4,4
58,17.66,8,8
59,17.36,4,4
60,17.07,2,2
61,16.79,1,1
62,16.52,2,2
63,16.25,3,3
64,16.00,1,1
65,15.75,6,6
66,15.52,5,5
67,15.28,1,1
68,15.06,4,4
69,14.84,5,5
70,14.63,5,5
71,14.42,1,1
72,14.22,1,1
73,14.03,3,3
74,13.84,3,3
75,13.65,2,2
76,13.47,4,4
77,13.30,3,3
78,13.13,2,2
79,12.96,3,3
80,12.80,1,1
81,12.64,1,1
82,12.49,0,0
83,12.34,2,2
84,12.19,2,2
85,12.05,2,2
86,11.91,3,3
87,11.77,1,1
88,11.64,1,1
89,11.51,1,1
90,11.38,3,3
91,11.25,1,1
92,11.13,1,1
93,11.01,2,2
94,10.89,4,4
95,10.78,1,1
96,10.67,2,2
97,10.56,2,2
98,10.45,1,1
99,10.34,1,1
100,10.24,1,1
101,10.14,1,1
102,10.04,3,3
103,9.94,3,3
104,9.85,1,1
105,9.75,3,3
106,9.66,2,2
107,9.57,1,1
108,9.48,1,1
109,9.39,1,1
110,9.31,1,1
111,9.23,2,2
112,9.14,0,0
113,9.06,0,0
114,8.98,2,2
115,8.90,0,0
116,8.83,5,5
117,8.75,0,0
118,8.68,2,2
119,8.61,2,2
120,8.53,1,1
121,8.46,0,1
122,8.39,1,1
123,8.33,1,1
124,8.26,1,1
125,8.19,3,2
126,8.13,1,1
127,8.06,1,1
128,8.00,3,3
129,7.94,1,1
130,7.88,2,2
131,7.82,1,2
132,7.76,2,2
133,7.70,2,1
134,7.64,0,0
135,7.59,0,0
136,7.53,1,1
137,7.47,0,0
138,7.42,1,1
139,7.37,1,1
140,7.31,1,1
141,7.26,0,0
142,7.21,0,0
143,7.16,1,1
144,7.11,1,1
145,7.06,2,2
146,7.01,0,0
147,6.97,1,1
148,6.92,1,1
149,6.87,0,0
150,6.83,0,0
151,6.78,2,2
152,6.74,2,2
153,6.69,0,0
154,6.65,1,1
155,6.61,1,1
156,6.56,0,1
157,6.52,1,0
158,6.48,3,3
159,6.44,0,0
160,6.40,1,1
161,6.36,0,0
162,6.32,0,0
163,6.28,0,2
164,6.24,0,1
165,6.21,2,3
166,6.17,2,1
167,6.13,2,0
168,6.10,0,1
169,6.06,0,0
170,6.02,2,1
171,5.99,0,0
172,5.95,1,1
173,5.92,2,3
174,5.89,0,0
175,5.85,2,1
176,5.82,0,0
177,5.79,0,0
178,5.75,0,0
179,5.72,0,1
180,5.69,0,2
181,5.66,2,2
182,5.63,0,1
183,5.60,1,0
184,5.57,0,2
185,5.54,1,2
186,5.51,1,1
187,5.48,2,2
188,5.45,2,2
189,5.42,3,1
190,5.39,0,1
191,5.36,1,1
192,5.33,2,0
193,5.31,0,0
194,5.28,3,0
195,5.25,1,3
196,5.22,0,1
197,5.20,0,0
198,5.17,0,0
199,5.15,0,1
200,5.12,2,1
201,5.09,0,0
202,5.07,1,1
203,5.04,0,0
204,5.02,1,0
205,5.00,0,0
206,4.97,1,2
207,4.95,1,1
208,4.92,0,1
209,4.90,0,0
210,4.88,0,1
211,4.85,0,0
212,4.83,2,0
213,4.81,0,2
214,4.79,2,1
215,4.76,0,0
216,4.74,0,1
217,4.72,0,1
218,4.70,0,1
219,4.68,0,0
220,4.65,1,0
221,4.63,1,1
222,4.61,0,0
223,4.59,1,0
224,4.57,1,0
225,4.55,0,0
226,4.53,1,1
227,4.51,1,0
228,4.49,0,0
229,4.47,0,1
230,4.45,0,1
231,4.43,2,1
232,4.41,0,1
233,4.39,0,1
234,4.38,1,0
235,4.36,0,1
236,4.34,0,0
237,4.32,3,0
238,4.30,0,0
239,4.28,0,0
240,4.27,3,1
241,4.25,1,0
242,4.23,0,1
243,4.21,0,1
244,4.20,0,2
245,4.18,0,0
246,4.16,0,2
247,4.15,0,0
248,4.13,0,1
249,4.11,0,2
250,4.10,0,1
251,4.08,0,2
252,4.06,1,0
253,4.05,0,2
254,4.03,0,0
255,4.02,0,1
256,4.00,0,1
257,3.98,0,1
258,3.97,1,1
259,3.95,1,0
260,3.94,1,0
261,3.92,0,0
262,3.91,0,1
263,3.89,1,1
264,3.88,3,1
265,3.86,1,0
266,3.85,0,0
267,3.84,1,1
268,3.82,0,0
269,3.81,0,1
270,3.79,2,1
271,3.78,1,0
272,3.76,0,0
273,3.75,0,0
274,3.74,0,1
275,3.72,1,1
276,3.71,0,1
277,3.70,0,0
278,3.68,0,0
279,3.67,0,0
280,3.66,0,1
281,3.64,1,1
282,3.63,2,1
283,3.62,2,0
284,3.61,0,0
285,3.59,0,1
286,3.58,0,2
287,3.57,1,1
288,3.56,0,0
289,3.54,0,1
290,3.53,0,1
291,3.52,0,0
292,3.51,0,0
293,3.49,2,3
294,3.48,0,1
295,3.47,0,2
296,3.46,2,0
297,3.45,1,0
298,3.44,1,2
299,3.42,1,2
300,3.41,1,1
301,3.40,0,1
302,3.39,0,1
303,3.38,0,3
304,3.37,1,3
305,3.36,0,1
306,3.35,0,2
307,3.34,1,1
308,3.32,0,0
309,3.31,0,0
310,3.30,0,4
311,3.29,0,0
312,3.28,0,3
313,3.27,0,0
314,3.26,1,2
315,3.25,0,0
316,3.24,0,3
317,3.23,1,2
318,3.22,4,3
319,3.21,1,0
320,3.20,1,2
321,3.19,0,1
322,3.18,1,0
323,3.17,1,2
324,3.16,0,2
325,3.15,0,0
326,3.14,0,2
327,3.13,2,1
328,3.12,1,5
329,3.11,1,2
330,3.10,0,1
331,3.09,1,0
332,3.08,0,0
333,3.08,1,5
334,3.07,0,2
335,3.06,1,4
336,3.05,1,2
337,3.04,0,1
338,3.03,0,2
339,3.02,4,2
340,3.01,0,1
341,3.00,0,0
342,2.99,2,1
343,2.99,0,2
344,2.98,0,1
345,2.97,1,1
346,2.96,2,0
347,2.95,2,2
348,2.94,3,2
349,2.93,2,0
350,2.93,0,0
351,2.92,3,4
352,2.91,0,0
353,2.90,2,3
354,2.89,1,0
355,2.88,1,1
356,2.88,1,0
357,2.87,0,0
358,2.86,0,0
359,2.85,1,0
360,2.84,1,0
361,2.84,0,1
362,2.83,3,1
363,2.82,1,0
364,2.81,1,1
365,2.81,1,1
366,2.80,0,2
367,2.79,1,0
368,2.78,1,2
369,2.78,3,0
370,2.77,0,2
371,2.76,0,0
372,2.75,0,3
373,2.75,3,1
374,2.74,2,2
375,2.73,1,2
376,2.72,2,0
377,2.72,1,0
378,2.71,1,0
379,2.70,3,2
380,2.69,0,0
381,2.69,2,1
382,2.68,4,2
383,2.67,3,2
384,2.67,1,0
385,2.66,1,2
386,2.65,0,3
387,2.65,0,1
388,2.64,2,2
389,2.63,3,5
390,2.63,1,1
391,2.62,1,1
392,2.61,1,2
393,2.61,0,2
394,2.60,0,3
395,2.59,0,2
396,2.59,0,2
397,2.58,1,1
398,2.57,2,5
399,2.57,0,1
400,2.56,1,1
401,2.55,1,3
402,2.55,1,7
403,2.54,2,0
404,2.53,0,3
405,2.53,2,1
406,2.52,0,3
407,2.52,1,2
408,2.51,2,1
409,2.50,0,2
410,2.50,0,0
411,2.49,1,4
412,2.49,3,2
413,2.48,2,2
414,2.47,3,1
415,2.47,2,2
416,2.46,1,3
417,2.46,1,1
418,2.45,0,2
419,2.44,3,2
420,2.44,1,5
421,2.43,0,1
422,2.43,1,3
423,2.42,1,1
424,2.42,0,1
425,2.41,1,2
426,2.40,2,3
427,2.40,0,0
428,2.39,1,2
429,2.39,5,2
430,2.38,0,3
431,2.38,1,3
432,2.37,2,2
433,2.36,1,1
434,2.36,0,3
435,2.35,3,1
436,2.35,0,1
437,2.34,0,0
438,2.34,2,0
439,2.33,2,3
440,2.33,5,1
441,2.32,1,2
442,2.32,3,1
443,2.31,1,1
444,2.31,3,1
445,2.30,2,5
446,2.30,2,1
447,2.29,0,0
448,2.29,1,2
449,2.28,1,2
450,2.28,2,1
451,2.27,0,4
452,2.27,3,6
453,2.26,1,5
454,2.26,1,1
455,2.25,3,2
456,2.25,2,3
457,2.24,1,3
458,2.24,2,6
459,2.23,1,4
460,2.23,1,3
461,2.22,1,1
462,2.22,1,5
463,2.21,0,3
464,2.21,1,4
465,2.20,3,7
466,2.20,2,3
467,2.19,2,2
468,2.19,4,3
469,2.18,1,2
470,2.18,2,1
471,2.17,1,4
472,2.17,3,1
473,2.16,1,2
474,2.16,2,1
475,2.16,1,6
476,2.15,3,2
477,2.15,2,4
478,2.14,3,1
479,2.14,3,5
480,2.13,3,2
481,2.13,1,3
482,2.12,1,6
483,2.12,1,2
484,2.12,5,2
485,2.11,0,0
486,2.11,1,1
487,2.10,3,4
488,2.10,1,3
489,2.09,5,1
490,2.09,1,3
491,2.09,6,5
492,2.08,2,4
493,2.08,2,1
494,2.07,2,5
495,2.07,1,2
496,2.06,3,3
497,2.06,2,5
498,2.06,5,4
499,2.05,2,5
500,2.05,1,7
501,2.04,3,8
502,2.04,2,3
503,2.04,2,5
504,2.03,2,7
505,2.03,1,2
506,2.02,2,4
507,2.02,1,4
508,2.02,5,3
509,2.01,3,9
510,2.01,2,6
511,2.00,2,4
512,2.00,2,5
513,2.00,3,5
514,1.99,1,3
515,1.99,6,6
516,1.98,2,7
517,1.98,3,2
518,1.98,2,11
519,1.97,5,2
520,1.97,1,6
521,1.97,2,2
522,1.96,0,4
523,1.96,1,4
524,1.95,1,6
525,1.95,5,11
526,1.95,1,7
527,1.94,5,14
528,1.94,0,3
529,1.94,1,7
530,1.93,2,8
531,1.93,5,7
532,1.92,1,7
533,1.92,1,5
534,1.92,1,12
535,1.91,1,10
536,1.91,2,12
537,1.91,0,13
538,1.90,1,14
539,1.90,4,8
540,1.90,2,11
541,1.89,2,14
542,1.89,2,12
543,1.89,2,18
544,1.88,4,8
545,1.88,1,7
546,1.88,0,11
547,1.87,3,10
548,1.87,1,18
549,1.87,2,17
550,1.86,1,20
551,1.86,5,17
552,1.86,1,15
553,1.85,1,14
554,1.85,3,10
555,1.85,1,24
556,1.84,4,11
557,1.84,5,16
558,1.84,2,22
559,1.83,0,14
560,1.83,2,18
561,1.83,2,24
562,1.82,5,16
563,1.82,2,21
564,1.82,3,19
565,1.81,6,23
566,1.81,3,26
567,1.81,2,23
568,1.80,2,23
569,1.80,1,23
570,1.80,2,19
571,1.79,2,18
572,1.79,2,22
573,1.79,2,18
574,1.78,2,21
575,1.78,2,30
576,1.78,2,41
577,1.77,1,29
578,1.77,2,31
579,1.77,2,23
580,1.77,1,25
581,1.76,0,27
582,1.76,4,39
583,1.76,1,25
584,1.75,4,34
585,1.75,3,36
586,1.75,3,29
587,1.74,4,35
588,1.74,3,34
589,1.74,0,27
590,1.74,0,31
591,1.73,1,33
592,1.73,1,36
593,1.73,5,32
594,1.72,6,22
595,1.72,1,20
596,1.72,3,29
597,1.72,4,27
598,1.71,4,27
599,1.71,2,20
600,1.71,2,27
601,1.70,4,25
602,1.70,4,13
603,1.70,7,29
604,1.70,2,26
605,1.69,4,22
606,1.69,2,17
607,1.69,4,23
608,1.68,0,15
609,1.68,1,23
610,1.68,3,22
611,1.68,2,15
612,1.67,3,17
613,1.67,1,12
614,1.67,2,15
615,1.67,0,22
616,1.66,3,16
617,1.66,2,12
618,1.66,4,12
619,1.65,3,7
620,1.65,4,9
621,1.65,3,11
622,1.65,5,6
623,1.64,1,12
624,1.64,4,8
625,1.64,2,7
626,1.64,5,8
627,1.63,3,4
628,1.63,5,6
629,1.63,6,11
630,1.63,5,4
631,1.62,4,3
632,1.62,4,2
633,1.62,0,5
634,1.62,4,9
635,1.61,2,6
636,1.61,6,7
637,1.61,2,4
638,1.61,6,3
639,1.60,5,2
640,1.60,7,7
641,1.60,4,4
642,1.60,4,4
643,1.59,1,5
644,1.59,4,3
645,1.59,1,5
646,1.59,1,3
647,1.58,3,2
648,1.58,2,5
649,1.58,8,2
650,1.58,7,6
651,1.57,5,6
652,1.57,4,2
653,1.57,5,6
654,1.57,4,4
655,1.56,6,4
656,1.56,1,6
657,1.56,6,4
658,1.56,3,1
659,1.55,6,3
660,1.55,4,2
661,1.55,6,3
662,1.55,5,2
663,1.54,1,0
664,1.54,9,3
665,1.54,2,5
666,1.54,4,5
667,1.54,2,2
668,1.53,3,6
669,1.53,5,4
670,1.53,9,0
671,1.53,7,3
672,1.52,6,3
673,1.52,5,1
674,1.52,5,0
675,1.52,6,0
676,1.51,3,0
677,1.51,10,0
678,1.51,2,3
679,1.51,4,1
680,1.51,4,2
681,1.50,4,0
682,1.50,5,1
683,1.50,4,0
684,1.50,8,0
685,1.49,5,0
686,1.49,4,0
